Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
Toyota,Yaris,2016,Saudi,Blue,Semi Full,,Gas,Automatic,Used,130000,Al-Jouf,30000,FALSE
Lexus,IS,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,166,Al-Ahsa,90000,FALSE
Toyota,Innova,2015,Gulf Arabic,White,Standard,2.7,Gas,Automatic,Used,749000,Riyadh,46000,FALSE
Mercedes,C,2020,Other,White,Full,,Gas,Automatic,Used,24000,Riyadh,267000,FALSE
Chevrolet,Cruze,2014,Saudi,Grey,Semi Full,,Gas,Automatic,Used,135020,Riyadh,24000,FALSE
Porsche,Cayenne,2017,Gulf Arabic,Black,Full,3,Gas,Automatic,Used,93000,Dammam,210000,FALSE
Chevrolet,Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,175000,Dammam,49000,FALSE
Renault,Symbol,2020,Saudi,White,Standard,1.6,Gas,Automatic,Used,27000,Jeddah,25000,FALSE
Lexus,LX,2017,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,Used,68000,Dammam,342000,FALSE
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,Used,1040,Riyadh,Negotiable,TRUE
Land Rover,Range Rover,2015,Saudi,White,Semi Full,3,Gas,Automatic,Used,125000,Riyadh,165000,FALSE
BMW,The 7,2008,Saudi,Black,Semi Full,,Gas,Automatic,Used,176000,Al-Medina,26000,FALSE
Hyundai,Sonata,2018,Saudi,Grey,Semi Full,2.4,Gas,Automatic,Used,66000,Riyadh,1670,FALSE
Toyota,Camry,2004,Saudi,Golden,Full,3.5,Gas,Automatic,Used,322000,Riyadh,23000,FALSE
Lexus,ES,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,64000,Qassim,Negotiable,TRUE
Toyota,Avanza,2015,Saudi,White,Standard,2.4,Gas,Automatic,Used,233000,Riyadh,28000,FALSE
GMC,Sierra,2014,Saudi,White,Full,6.2,Gas,Automatic,Used,118000,Riyadh,100000,FALSE
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,69000,Riyadh,28000,FALSE
HAVAL,H2,2021,Saudi,Brown,Full,1.5,Gas,Automatic,Used,2800,Jeddah,57000,FALSE
Land Rover,Other,2013,Saudi,Golden,Full,,Gas,Automatic,Used,130000,Dammam,Negotiable,TRUE
Nissan,Maxima,2017,Saudi,Red,Standard,3.5,Gas,Automatic,Used,158543,Riyadh,61500,FALSE
Hyundai,Sonata,2019,Saudi,Black,Standard,2.4,Gas,Automatic,Used,127974,Riyadh,61500,FALSE
Hyundai,Tucson,2018,Saudi,Blue,Standard,2,Gas,Automatic,Used,143479,Riyadh,61500,FALSE
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,101732,Riyadh,61500,FALSE
Toyota,Toyota 86,2013,Saudi,Yellow,Full,,Gas,Automatic,Used,56000,Dammam,50000,FALSE
Chevrolet,Tahoe,2016,Saudi,White,Standard,5.3,Gas,Automatic,Used,139000,Riyadh,110000,FALSE
Kia,Rio,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,55000,Makkah,36000,FALSE
Lexus,LS,2010,Other,White,Semi Full,1.8,Gas,Automatic,Used,120000,Taef,77000,FALSE
Lexus,LS,2012,Saudi,Grey,Full,1.8,Gas,Automatic,Used,150000,Taef,95000,FALSE
Mercedes,S,2015,Gulf Arabic,White,Full,1.8,Gas,Automatic,Used,113,Taef,240000,FALSE
Chrysler,C300,2005,Saudi,Black,Full,5.7,Gas,Automatic,Used,300000,Jeddah,20000,FALSE
Chevrolet,Silverado,2014,Saudi,Red,Semi Full,,Gas,Automatic,Used,213000,Dammam,70000,FALSE
Mercedes,GLB,2020,Other,White,Standard,,Gas,Automatic,Used,10998,Riyadh,255000,FALSE
Mercedes,C,2016,Other,White,Full,2,Gas,Automatic,Used,99000,Dammam,129000,FALSE
Kia,Rio,2020,Saudi,White,Full,1.4,Gas,Automatic,Used,300,Dammam,57000,FALSE
Daihatsu,Terios Ground,2015,Saudi,Red,Full,1.5,Gas,Automatic,Used,98000,Dammam,35000,FALSE
Toyota,Camry,2012,Saudi,White,Standard,,Gas,Automatic,Used,20000,Tabouk,Negotiable,TRUE
Hyundai,Sonata,2017,Saudi,White,Full,2.5,Gas,Automatic,Used,154,Al-Ahsa,49000,FALSE
Mercedes,A,2020,Gulf Arabic,White,Standard,,Gas,Automatic,Used,12500,Riyadh,150000,FALSE
Lexus,RX,2015,Saudi,Brown,Full,,Gas,Automatic,Used,73000,Jeddah,110000,FALSE
Toyota,Land Cruiser,2015,Saudi,White,Full,4.7,Gas,Automatic,Used,137000,Al-Ahsa,150000,FALSE
Ford,Flex,2014,Saudi,White,Standard,3.5,Gas,Automatic,Used,128500,Qassim,49000,FALSE
Toyota,Land Cruiser,2007,Gulf Arabic,White,Semi Full,,Gas,Manual,Used,315,Qassim,60000,FALSE
Toyota,Land Cruiser Pickup,2012,Gulf Arabic,Brown,Semi Full,,Gas,Manual,Used,485000,Qassim,Negotiable,TRUE
Ford,Victoria,2011,Other,Silver,Full,,Gas,Automatic,Used,129000,Dammam,25000,FALSE
Toyota,Corolla,2009,Saudi,White,Semi Full,2.5,Gas,Manual,Used,360,Jeddah,15000,FALSE
Mercedes,E,2010,Other,Navy,Full,3.5,Gas,Automatic,Used,168000,Jeddah,58000,FALSE
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,Used,106327,Riyadh,61500,FALSE
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,Used,90706,Riyadh,61500,FALSE
Mitsubishi,Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,153042,Riyadh,61500,FALSE
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,84655,Riyadh,61500,FALSE
Toyota,Land Cruiser Pickup,2020,Gulf Arabic,Silver,Full,9,Gas,Manual,Used,30000,Jeddah,Negotiable,TRUE
GMC,Yukon,2011,Saudi,Golden,Semi Full,,Gas,Automatic,Used,366,Al-Medina,Negotiable,TRUE
Toyota,Furniture,2013,Saudi,White,Semi Full,,Gas,Automatic,Used,320,Qassim,Negotiable,TRUE
Chevrolet,Abeka,2012,Other,White,Semi Full,,Gas,Automatic,Used,100,Najran,Negotiable,TRUE
Chevrolet,Traverse,2016,Saudi,White,,,Gas,Automatic,Used,56500,Tabouk,65000,FALSE
Mercedes,GLB,2020,Other,Black,Standard,,Gas,Automatic,Used,10362,Riyadh,219000,FALSE
INFINITI,QX,2017,Gulf Arabic,Black,Standard,2,Gas,Automatic,Used,54000,Dammam,70000,FALSE
GMC,Yukon,2016,Saudi,Black,Full,5.3,Gas,Automatic,Used,48000,Dammam,145000,FALSE
Toyota,Land Cruiser,2016,Saudi,White,Full,5.7,Gas,Automatic,Used,1900,Jeddah,255000,FALSE
GMC,Sierra,2018,Saudi,Another Color,Standard,5.3,Gas,Automatic,Used,61000,Dammam,145000,FALSE
Lexus,ES,2017,Other,White,Full,3.5,Gas,Automatic,Used,62000,Riyadh,136000,FALSE
Ford,Expedition,2018,Other,Another Color,Full,3.5,Gas,Automatic,Used,103458,Riyadh,186000,FALSE
Dodge,Charger,2016,Other,Grey,Full,5.7,Gas,Automatic,Used,123000,Riyadh,109000,FALSE
Pontiac,Bonneville,1978,,White,,,Gas,Automatic,Used,240000,Qurayyat,25000,FALSE
Toyota,Prado,2016,Saudi,Grey,Full,,Gas,Automatic,Used,174000,Al-Medina,120000,FALSE
Ford,Taurus,2015,Saudi,Another Color,,,Gas,Automatic,Used,279000,Abha,Negotiable,TRUE
MG,5,2020,Saudi,White,Standard,1.5,Gas,Automatic,Used,41000,Al-Ahsa,988,FALSE
Lexus,IS,2016,Other,White,Full,2,Gas,Automatic,Used,96000,Dammam,108000,FALSE
Kia,Rio,2008,Saudi,Blue,Standard,1,Gas,Manual,Used,323880,Jeddah,9000,FALSE
Ford,Victoria,1997,Saudi,Green,Full,4.8,Gas,Automatic,Used,377,Dammam,12000,FALSE
Chrysler,C300,2013,Saudi,White,Full,1,Gas,Automatic,Used,220,Dammam,42000,FALSE
Mercedes,S,2013,Saudi,White,Full,3,Gas,Automatic,Used,110000,Dammam,113000,FALSE
Ford,Explorer,2016,Other,White,Full,3.5,Gas,Automatic,Used,128644,Riyadh,118000,FALSE
Dodge,Charger,2017,Other,Grey,Semi Full,5.7,Gas,Automatic,Used,141000,Riyadh,108000,FALSE
Chevrolet,Tahoe,2017,Other,Another Color,Semi Full,6.2,Gas,Automatic,Used,105920,Riyadh,149000,FALSE
Mazda,CX3,2019,Gulf Arabic,Navy,Standard,2,Gas,Automatic,Used,40301,Riyadh,61500,FALSE
Honda,Civic,2017,Saudi,White,Standard,1.6,Gas,Automatic,Used,20258,Riyadh,61500,FALSE
Honda,HRV,2021,Saudi,Grey,Standard,1.8,Gas,Automatic,Used,6018,Riyadh,62000,FALSE
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,113057,Riyadh,62500,FALSE
Chrysler,300,2017,Other,White,Semi Full,3.6,Gas,Automatic,Used,108828,Riyadh,94000,FALSE
Chevrolet,Camaro,2016,Other,Blue,Full,3.6,Gas,Automatic,Used,118993,Riyadh,107000,FALSE
Mercedes,C,2015,Other,White,Full,2,Gas,Automatic,Used,51201,Riyadh,119000,FALSE
Mercedes,C,2017,Other,Grey,Full,2,Gas,Automatic,Used,62000,Riyadh,186000,FALSE
Land Rover,Range Rover,2016,Other,White,Full,5,Gas,Automatic,Used,101839,Riyadh,220000,FALSE
Mercedes,E,2017,Other,Grey,Full,3.4,Gas,Automatic,Used,72000,Riyadh,178000,FALSE
Ford,Explorer,2013,Other,White,Full,3.5,Gas,Automatic,Used,111251,Riyadh,74000,FALSE
Toyota,Innova,2013,Saudi,Silver,,,Gas,Automatic,Used,286000,Al-Medina,38000,FALSE
Toyota,Hilux,2014,Saudi,White,Full,,Gas,Manual,Used,299,Najran,Negotiable,TRUE
Ford,Mustang,2018,Other,Navy,Full,2.3,Gas,Automatic,Used,79000,Dammam,122000,FALSE
Chevrolet,Tahoe,2016,Other,White,Full,5.3,Gas,Automatic,Used,149000,Dammam,149000,FALSE
Dodge,Durango,2011,Saudi,Grey,Full,,Gas,Automatic,Used,199000,Riyadh,40000,FALSE
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Golden,Full,,Gas,Manual,Used,300000,Tabouk,Negotiable,TRUE
Chevrolet,Camaro,2018,Other,Black,Full,3.6,Gas,Automatic,Used,118000,Dammam,119000,FALSE
Toyota,Hilux,1995,Saudi,White,Full,2.4,Gas,Manual,Used,200000,Taef,Negotiable,TRUE
Chevrolet,Cruze,2013,Saudi,White,Standard,,Gas,Automatic,Used,120000,Makkah,18000,FALSE
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,Used,234000,Jazan,56000,FALSE
Chevrolet,Tahoe,2008,Saudi,Blue,,,Gas,Automatic,Used,174000,Dammam,Negotiable,TRUE
Ford,Victoria,2001,Saudi,Oily,Full,4.6,Gas,Automatic,Used,399249,Riyadh,3000,FALSE
GMC,Yukon,2014,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,Used,235000,Dammam,72000,FALSE
BMW,X,2014,Saudi,Navy,Full,8,Gas,Automatic,Used,222000,Riyadh,Negotiable,TRUE
Toyota,Rav4,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,162000,Jeddah,60000,FALSE
Mercedes,CLA,2020,Other,White,Standard,,Gas,Automatic,Used,10000,Riyadh,195000,FALSE
Hyundai,Sonata,2012,Saudi,White,Full,,Gas,Automatic,Used,330000,Makkah,Negotiable,TRUE
Chrysler,C300,2016,Other,White,Full,3.5,Gas,Automatic,Used,83000,Dammam,86000,FALSE
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,Used,156495,Riyadh,62500,FALSE
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,Used,203312,Riyadh,62500,FALSE
Kia,Sportage,2018,Saudi,Red,Standard,2.4,Gas,Automatic,Used,57073,Riyadh,63500,FALSE
Nissan,Maxima,2016,Saudi,Blue,Semi Full,3.5,Gas,Automatic,Used,100943,Riyadh,63500,FALSE
Hyundai,Accent,2019,Saudi,White,Semi Full,,Gas,Automatic,Used,170000,Najran,Negotiable,TRUE
Chrysler,S300,2018,Other,Silver,Full,3.5,Gas,Automatic,Used,105000,Dammam,112000,FALSE
Hyundai,Accent,2009,Saudi,Black,Standard,2.5,Gas,Manual,Used,280000,Qassim,Negotiable,TRUE
Toyota,Land Cruiser,2018,,White,Full,5.7,Gas,Automatic,Used,59000,Riyadh,275000,FALSE
Nissan,Pathfinder,2014,Saudi,Brown,Semi Full,,Gas,Automatic,Used,285500,Jeddah,Negotiable,TRUE
Toyota,Rav4,2019,Saudi,Another Color,,,Gas,Automatic,Used,35000,Qassim,Negotiable,TRUE
Lexus,ES,2021,Saudi,Grey,Semi Full,2.5,Gas,Automatic,Used,3000,Makkah,177000,FALSE
Volkswagen,Touareg,2015,Saudi,Brown,Semi Full,4,Gas,Automatic,Used,183000,Qassim,69000,FALSE
GMC,Yukon,2019,Saudi,Red,Semi Full,5.3,Gas,Automatic,Used,60000,Makkah,175000,FALSE
Toyota,Camry,2020,Saudi,Bronze,Full,2.5,Gas,Automatic,Used,1700,Makkah,115000,FALSE
Mercedes,C,2019,Gulf Arabic,Black,Full,2,Gas,Automatic,Used,15000,Makkah,175000,FALSE
Chevrolet,Cruze,2013,Saudi,White,Standard,,Gas,Automatic,Used,120000,Taef,18000,FALSE
Mercedes,E,2020,Saudi,Grey,Full,2,Gas,Automatic,Used,10000,Makkah,285000,FALSE
Lexus,NX,2018,Saudi,White,Standard,2,Gas,Automatic,Used,1800,Jeddah,161000,FALSE
Toyota,Land Cruiser Pickup,2019,Saudi,Brown,Full,4,Gas,Manual,Used,67000,Jeddah,95000,FALSE
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.5,Diesel,Automatic,Used,95000,Jeddah,233000,FALSE
Lexus,ES,2019,Saudi,White,Full,2.5,Gas,Automatic,Used,16000,Jeddah,191000,FALSE
Toyota,Rav4,2017,Saudi,Silver,Full,2.5,Gas,Automatic,Used,174000,Jeddah,77000,FALSE
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,1.5,Gas,Automatic,Used,73000,Tabouk,63000,FALSE
Hyundai,H1,2008,Saudi,White,Full,,Gas,Manual,Used,1000,Tabouk,17000,FALSE
GMC,Suburban,2005,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,Used,420000,Dammam,25000,FALSE
Toyota,Corolla Cross,2009,Saudi,Silver,Semi Full,1.6,Gas,Manual,Used,430000,Jeddah,Negotiable,TRUE
Lexus,LX,1998,Other,White,Full,,Gas,Automatic,Used,200000,Tabouk,Negotiable,TRUE
Chevrolet,Impala,2015,Other,Silver,Full,3.6,Gas,Automatic,Used,169000,Al-Ahsa,72000,FALSE
Ford,Expedition,2006,Saudi,White,,,Gas,,Used,276000,Aseer,Negotiable,TRUE
Renault,Koleos,2017,Saudi,Black,Full,2.5,Gas,Automatic,Used,103503,Riyadh,64000,FALSE
Ford,Flex,2013,Saudi,Black,Full,3.5,Gas,Automatic,Used,71927,Riyadh,64000,FALSE
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,Used,111362,Riyadh,64500,FALSE
Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,Used,215735,Riyadh,64500,FALSE
Mercedes,S,2019,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,Used,80000,Riyadh,355000,FALSE
Toyota,Land Cruiser,1985,Saudi,Another Color,Semi Full,2,Gas,Manual,Used,30000,Al-Baha,Negotiable,TRUE
Hyundai,Elantra,2016,Saudi,White,Full,2,Gas,Automatic,Used,133000,Jubail,Negotiable,TRUE
Lexus,LX,2020,Saudi,White,Full,5.7,Gas,Automatic,Used,14000,Jeddah,420000,FALSE
Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,Used,126000,Jeddah,260000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,101000,Jeddah,260000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,38000,Jeddah,248000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,52000,Jeddah,248000,FALSE
Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,Used,59000,Jeddah,248000,FALSE
Toyota,Land Cruiser Pickup,2016,Saudi,Another Color,Full,4,Gas,Manual,Used,26000,Jeddah,115000,FALSE
Hyundai,Tucson,2018,Saudi,Grey,Semi Full,2,Gas,Automatic,Used,60000,Jeddah,70000,FALSE
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,125000,Jeddah,57000,FALSE
Hyundai,Elantra,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,144000,Jeddah,45000,FALSE
Toyota,Camry,2014,Saudi,Red,Semi Full,2.5,Gas,Automatic,Used,117000,Jeddah,43000,FALSE
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,83000,Jeddah,37000,FALSE
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,98000,Jeddah,35000,FALSE
Toyota,Yaris,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,68000,Jeddah,35000,FALSE
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,96000,Jeddah,34000,FALSE
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,127000,Jeddah,33000,FALSE
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,120000,Jeddah,32000,FALSE
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,Used,94000,Riyadh,58500,FALSE
Lexus,UX,2020,Gulf Arabic,White,Full,2,Gas,Automatic,Used,10000,Dammam,176000,FALSE
Mercedes,C,2017,Other,White,Full,2,Gas,Automatic,Used,54000,Dammam,153000,FALSE
Toyota,Land Cruiser,2019,Saudi,White,Full,5.7,Gas,Automatic,Used,6000,Dammam,298000,FALSE
Hyundai,Elantra,2018,Other,White,Standard,1.6,Diesel,Automatic,Used,45000,Riyadh,54000,FALSE
Toyota,Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,Used,124004,Riyadh,65000,FALSE
Mazda,CX3,2020,Saudi,Blue,Standard,2,Gas,Automatic,Used,14501,Riyadh,66000,FALSE
Ford,Taurus,2018,Saudi,Black,Standard,2,Gas,Automatic,Used,78508,Riyadh,65000,FALSE
Chevrolet,Caprice,2012,Saudi,Grey,Semi Full,6,Gas,Automatic,Used,100000,Khobar,Negotiable,TRUE
Hyundai,Tucson,2019,Saudi,White,Semi Full,,Gas,Automatic,Used,77000,Al-Ahsa,Negotiable,TRUE
Nissan,Patrol,2017,Saudi,Another Color,Semi Full,4,Gas,Automatic,Used,100,Riyadh,Negotiable,TRUE
Peugeot,308,2012,Saudi,Navy,Standard,,Gas,Automatic,Used,290000,Jubail,12000,FALSE
Kia,Picanto,2012,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,200000,Jeddah,Negotiable,TRUE
Ford,Marquis,2010,Other,Another Color,Semi Full,4.6,Gas,Automatic,Used,360000,Al-Medina,Negotiable,TRUE
Ford,Marquis,1999,Saudi,Black,Full,,Gas,Automatic,Used,10000,Al-Baha,Negotiable,TRUE
Honda,Accord,2017,Saudi,Navy,Full,3.5,Gas,Automatic,Used,25400,Jeddah,90000,FALSE
Lexus,ES,2016,Gulf Arabic,Golden,Semi Full,1.6,Gas,Automatic,Used,12472,Dammam,91200,FALSE
Nissan,Sunny,2011,Saudi,White,Standard,1.4,Gas,Automatic,Used,108000,Riyadh,19000,FALSE
Chevrolet,Silverado,2019,Saudi,White,Full,5.3,Gas,Automatic,Used,33000,Tabouk,170000,FALSE
Chevrolet,Silverado,2019,Saudi,White,Full,5.3,Gas,Automatic,Used,33000,Tabouk,170000,FALSE
Chevrolet,Silverado,2019,Saudi,White,Full,5.3,Gas,Automatic,Used,33000,Tabouk,170000,FALSE
Toyota,Ciocca,2012,Saudi,Another Color,Semi Full,8,Gas,Automatic,Used,28000,Hail,Negotiable,TRUE
Toyota,Land Cruiser,2014,Saudi,White,Full,,Gas,Automatic,Used,182000,Al-Jouf,Negotiable,TRUE
Ford,Expedition,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,100000,Qassim,98000,FALSE
Lexus,ES,2016,Other,White,Full,3.5,Gas,Automatic,Used,103000,Jeddah,102000,FALSE
Hyundai,Senta fe,2015,Saudi,White,Full,,Gas,Automatic,Used,246000,Khobar,60000,FALSE
Honda,MR-V,2003,Saudi,White,Semi Full,,Gas,Automatic,Used,480000,Riyadh,17500,FALSE
Lincoln,Town Car,1989,Other,Bronze,Full,5,Gas,Automatic,Used,45000,Jeddah,Negotiable,TRUE
Toyota,Ciocca,2013,Other,Black,Full,,Gas,Automatic,Used,53000,Riyadh,90000,FALSE
Toyota,Land Cruiser Pickup,2015,Gulf Arabic,Another Color,Semi Full,,Gas,Manual,Used,66000,Tabouk,Negotiable,TRUE
Ford,Taurus,2013,Other,Black,Full,3.5,Gas,Automatic,Used,296000,Riyadh,Negotiable,TRUE
Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4,Gas,Automatic,Used,10000,Jazan,200000,FALSE
MG,RX5,2020,Saudi,Silver,Full,2,Gas,Automatic,Used,7855,Riyadh,65500,FALSE
Jeep,Compass,2019,Saudi,Brown,Semi Full,2.4,Gas,Automatic,Used,43834,Riyadh,66000,FALSE
Ford,Edge,2016,Saudi,Black,Standard,3.5,Gas,Automatic,Used,105344,Riyadh,66500,FALSE
Hyundai,Azera,2016,Saudi,White,Full,3,Gas,Automatic,Used,91747,Riyadh,66500,FALSE
Mercury,Grand Marquis,2000,Other,Silver,Standard,,Gas,Automatic,Used,470000,Riyadh,Negotiable,TRUE
Kia,Carnival,2015,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,Used,34200,Al-Ahsa,50000,FALSE
Kia,Rio,2019,Saudi,Red,Standard,,Gas,Automatic,Used,17500,Al-Ahsa,37000,FALSE
Ford,Marquis,2009,Saudi,Blue,Semi Full,4,Gas,Automatic,Used,377000,Al-Ahsa,21000,FALSE
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,63000,FALSE
Nissan,Z370,2020,Saudi,Grey,Full,3.7,Gas,Manual,Used,3000,Dammam,129000,FALSE
Peugeot,Partner,2016,Saudi,White,Standard,1.6,Gas,Manual,Used,114000,Dammam,22000,FALSE
Chevrolet,Camaro,2017,Other,Red,Full,2,Gas,Automatic,Used,81633,Riyadh,120000,FALSE
Chevrolet,Tahoe,2020,Saudi,Black,Semi Full,5.3,Gas,Automatic,Used,67000,Riyadh,176000,FALSE
Nissan,Sunny,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,58244,Riyadh,30000,FALSE
Audi,A8,2016,Saudi,Bronze,Full,3,Gas,Automatic,Used,42000,Dammam,165000,FALSE
Ford,Taurus,2016,Other,White,Semi Full,,Gas,Automatic,Used,108000,Dammam,79000,FALSE
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,134000,Jeddah,36000,FALSE
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,91000,Riyadh,30000,FALSE
Ford,Taurus,2017,Saudi,White,Standard,,Gas,Automatic,Used,80000,Aseer,Negotiable,TRUE
Chevrolet,Malibu,2015,Saudi,Red,Full,2.4,Gas,Automatic,Used,175500,Khobar,32000,FALSE
Suzuki,Grand Vitara,2002,Saudi,White,Standard,2.5,Gas,Manual,Used,371000,Makkah,Negotiable,TRUE
Porsche,Cayenne,2009,Gulf Arabic,Black,Full,4.8,Gas,Automatic,Used,3000000,Dammam,Negotiable,TRUE
Kia,Mohave,2014,Saudi,Grey,Full,3.6,Gas,Automatic,Used,284,Jazan,Negotiable,TRUE
Toyota,Prado,2011,Saudi,White,Standard,,Gas,Automatic,Used,263000,Khobar,55000,FALSE
GMC,Suburban,2006,Saudi,Silver,Semi Full,4.2,Gas,Automatic,Used,129000,Taef,Negotiable,TRUE
Ford,Mustang,2019,Other,Red,Full,2.3,Gas,Automatic,Used,52000,Riyadh,139000,FALSE
Ford,Taurus,2016,Other,White,Full,3.5,Gas,Automatic,Used,91815,Riyadh,86000,FALSE
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,40000,Riyadh,Negotiable,TRUE
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,161709,Riyadh,66500,FALSE
Hyundai,Kona,2020,Saudi,White,Standard,2,Gas,Automatic,Used,10239,Riyadh,66500,FALSE
Mazda,6,2018,Saudi,Red,Standard,2.5,Gas,Automatic,Used,68263,Riyadh,66500,FALSE
Toyota,Land Cruiser,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,260,Al-Medina,Negotiable,TRUE
Nissan,Armada,2006,Saudi,Black,Full,5.6,Gas,Automatic,Used,184000,Jeddah,30000,FALSE
Jaguar,X Type,2006,Saudi,Navy,Full,,Gas,Automatic,Used,200000,Riyadh,30000,FALSE
Chevrolet,Tahoe,2010,Saudi,Silver,Full,5.8,Gas,Automatic,Used,340000,Tabouk,40000,FALSE
Ford,Taurus,2015,Saudi,Grey,Semi Full,,Gas,Automatic,Used,870000,Riyadh,Negotiable,TRUE
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,1.4,Gas,Manual,Used,261000,Dammam,Negotiable,TRUE
Toyota,Ciocca,2013,Saudi,White,Standard,5.7,Gas,Automatic,Used,114000,Al-Medina,89000,FALSE
Toyota,Yaris,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,128000,Dammam,25000,FALSE
Toyota,Hiace,2017,Saudi,White,Standard,2.7,Gas,Manual,Used,555555,Riyadh,73000,FALSE
Kia,Rio,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,237000,Dammam,21000,FALSE
Ford,Taurus,2015,Other,Brown,Full,3.5,Gas,Automatic,Used,104000,Dammam,74000,FALSE
Toyota,Ciocca,2015,Saudi,Silver,Semi Full,5.7,Gas,Automatic,Used,85000,Dammam,125000,FALSE
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,Used,84000,Dammam,72000,FALSE
Kia,Sportage,2016,Other,White,Standard,2,Diesel,Automatic,Used,55000,Riyadh,68000,FALSE
Toyota,Camry,2002,Saudi,White,Standard,,Gas,Manual,Used,239259,Al-Ahsa,Negotiable,TRUE
GMC,Yukon,2008,Saudi,Black,Semi Full,1.6,Gas,Automatic,Used,250000,Riyadh,22000,FALSE
Cadillac,CT-S,2011,Saudi,Another Color,Full,3,Gas,Automatic,Used,101000,Yanbu,40000,FALSE
Toyota,Previa,2004,Other,Another Color,Semi Full,1,Gas,Automatic,Used,300,Dammam,12000,FALSE
Mazda,6,2020,Saudi,White,Standard,,Gas,Automatic,Used,78000,Riyadh,76000,FALSE
Toyota,Land Cruiser 70,2012,Saudi,Brown,Standard,,Gas,Manual,Used,189,Tabouk,Negotiable,TRUE
BMW,X,2020,Gulf Arabic,Grey,Semi Full,2,Gas,Automatic,Used,4500,Riyadh,Negotiable,TRUE
Chevrolet,Lumina,2008,Saudi,Black,Semi Full,3.6,Gas,Automatic,Used,205000,Dammam,12000,FALSE
