Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
Chevrolet,Aveo,2011,Saudi,Grey,Standard,,Gas,Automatic,Used,21110,Riyadh,Negotiable,TRUE
Ford,Taurus,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,Used,175000,Makkah,56008,FALSE
Toyota,Land Cruiser,2002,Saudi,White,Semi Full,,Gas,Manual,Used,214000,Abha,Negotiable,TRUE
Toyota,Avalon,2013,Saudi,White,Full,4.1,Gas,Automatic,Used,360,Al-Baha,Negotiable,TRUE
Toyota,Hilux,2016,Saudi,White,Full,2.8,Gas,Automatic,Used,97000,Jeddah,91000,FALSE
Mazda,6,2016,Other,Silver,Full,2.5,Gas,Automatic,Used,199000,Tabouk,42000,FALSE
Nissan,Datsun,2016,Gulf Arabic,White,Semi Full,,Gas,Manual,Used,71000,Makkah,40000,FALSE
Lexus,LX,2014,Saudi,White,Full,5.7,Gas,Automatic,Used,196000,Riyadh,Negotiable,TRUE
Chevrolet,Tahoe,2011,Saudi,Silver,Semi Full,,Gas,Automatic,Used,170000,Hail,Negotiable,TRUE
Land Rover,Range Rover,2005,Saudi,White,Full,4,Gas,Automatic,Used,24200,Riyadh,Negotiable,TRUE
Nissan,Patrol,2021,Saudi,Silver,Full,4,Gas,Automatic,Used,5000,Al-Ahsa,3772,FALSE
Nissan,Sunny,2019,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,116000,Riyadh,30000,FALSE
Mercedes,Actros,2013,Gulf Arabic,Silver,Full,,Diesel,Automatic,Used,782000,Riyadh,118500,FALSE
Toyota,Prado,2014,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,Used,198000,Jeddah,76000,FALSE
Chevrolet,Tahoe,2011,Saudi,Grey,Standard,5.3,Gas,Automatic,Used,304000,Jubail,50000,FALSE
Cadillac,DTS,2008,Saudi,Black,Full,5.7,Gas,Automatic,Used,150000,Riyadh,Negotiable,TRUE
Chevrolet,Spark,2012,Other,White,Semi Full,4.2,Gas,Manual,Used,217912,Dammam,9500,FALSE
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,Used,41000,Riyadh,Negotiable,TRUE
Toyota,Land Cruiser Pickup,1987,Saudi,Brown,Standard,1,Gas,Manual,Used,388528,Al-Namas,20000,FALSE
Toyota,Yaris,2018,Gulf Arabic,Another Color,Standard,1.5,Gas,Automatic,Used,59600,Jeddah,Negotiable,TRUE
Ford,Explorer,2018,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,15000,Riyadh,Negotiable,TRUE
Nissan,Navara,2015,Other,White,Full,2.5,Gas,Automatic,Used,19000,Jeddah,38000,FALSE
Ford,Taurus,2017,Other,White,Semi Full,3.5,Gas,Automatic,Used,61000,Dammam,73000,FALSE
BMW,The 3,2013,Saudi,White,Semi Full,2,Gas,Automatic,Used,156000,Riyadh,45000,FALSE
Mazda,CX5,2014,Gulf Arabic,Silver,Standard,,Gas,Automatic,Used,110000,Riyadh,41000,FALSE
Toyota,Furniture,2020,Saudi,White,Semi Full,4,Gas,Automatic,Used,18000,Dammam,128500,FALSE
Mercedes,E,2021,Saudi,Black,Full,2,Gas,Automatic,Used,7000,Riyadh,290000,FALSE
Kia,Sorento,2014,Saudi,Brown,Semi Full,1.6,Gas,Automatic,Used,240000,Dammam,Negotiable,TRUE
Ford,Echo Sport,2016,Saudi,Black,Standard,1.5,Gas,Automatic,Used,217000,Riyadh,25000,FALSE
GMC,Sierra,2006,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,Used,283000,Dammam,29000,FALSE
BMW,The 5,2019,Saudi,Grey,Full,,Gas,Automatic,Used,40000,Jeddah,220000,FALSE
Toyota,Yaris,2020,Saudi,Brown,Full,1.5,Gas,Automatic,Used,2100,Dammam,50000,FALSE
Chevrolet,Avalanche,2007,Other,Navy,Semi Full,,Gas,Automatic,Used,700,Tabouk,23000,FALSE
Toyota,Ciocca,2016,Saudi,White,Full,,Gas,Automatic,Used,134000,Riyadh,90000,FALSE
Hyundai,Sonata,2020,Saudi,Grey,Standard,2,Gas,Automatic,Used,7000,Jeddah,1010,FALSE
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,77000,Jeddah,38000,FALSE
Mitsubishi,Pajero,2015,Saudi,Brown,Standard,3.5,Gas,Automatic,Used,264000,Khobar,38000,FALSE
Nissan,Armada,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,190000,Khobar,Negotiable,TRUE
Toyota,FJ,2017,Saudi,White,Semi Full,4.6,Gas,Automatic,Used,90000,Hail,Negotiable,TRUE
Toyota,Camry,2019,Saudi,Brown,Standard,2.5,Gas,Automatic,Used,47000,Riyadh,67000,FALSE
Mitsubishi,Attrage,2020,Saudi,White,Standard,,Gas,Automatic,Used,45000,Sakaka,Negotiable,TRUE
Ford,Explorer,2010,Saudi,White,Semi Full,4,Gas,Automatic,Used,246000,Taef,Negotiable,TRUE
Mitsubishi,Osa Bus,2015,Saudi,White,Full,,Diesel,Manual,Used,140000,Riyadh,85000,FALSE
Hyundai,Bus County,2016,Saudi,Bronze,Full,3,Diesel,Manual,Used,44000,Jeddah,97000,FALSE
Mitsubishi,L200,2016,Saudi,White,Standard,2.4,Gas,Manual,Used,239650,Jeddah,Negotiable,TRUE
Hyundai,Elantra,2020,Saudi,White,Standard,2,Gas,Automatic,Used,142000,Dammam,53000,FALSE
Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,Used,109000,Dammam,74000,FALSE
Ford,Ranger,2011,Saudi,White,Full,,Gas,Manual,Used,168000,Riyadh,24000,FALSE
Toyota,Hilux,2015,Gulf Arabic,White,Full,2.7,Gas,Manual,Used,340000,Riyadh,Negotiable,TRUE
Mercedes,S,1992,Other,Green,Full,3,Gas,Automatic,Used,8400,Dammam,80000,FALSE
Mazda,3,2019,Saudi,Grey,Standard,2,Gas,Automatic,Used,101000,Al-Medina,44000,FALSE
GMC,Sierra,2016,Saudi,Red,Semi Full,,Gas,Automatic,Used,205000,Riyadh,98000,FALSE
Changan,Seven,2020,Saudi,White,Standard,1.4,Gas,Automatic,Used,41600,Riyadh,28000,FALSE
Genesis,Prestige Plus,2016,Saudi,White,Semi Full,3.8,Gas,Automatic,Used,199,Jeddah,Negotiable,TRUE
Toyota,Aurion,2014,Saudi,White,Standard,1,Gas,Automatic,Used,245,Makkah,55000,FALSE
Fiat,500,2019,Saudi,Another Color,Full,1.4,Gas,Automatic,Used,17000,Dammam,70000,FALSE
Toyota,Hiace,2010,Saudi,White,Standard,2.7,Gas,Manual,Used,573000,Riyadh,37000,FALSE
Mazda,BT-50,2010,Saudi,White,Standard,,Gas,Manual,Used,277000,Jubail,19000,FALSE
Hyundai,Accent,2017,Saudi,White,Semi Full,,Gas,Automatic,Used,183000,Dammam,24500,FALSE
Lexus,ES,2021,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,13500,Jazan,172500,FALSE
Ford,Taurus,2010,Saudi,Grey,Semi Full,4.4,Gas,Automatic,Used,10000,Al-Namas,25000,FALSE
Ford,Expedition,2008,Saudi,Black,Semi Full,,Gas,Automatic,Used,345000,Riyadh,Negotiable,TRUE
Nissan,X-Trail,2020,Saudi,Brown,Semi Full,,Gas,Automatic,Used,24000,Al-Medina,70000,FALSE
Hyundai,Senta fe,2014,Saudi,Black,Standard,3.3,Gas,Automatic,Used,265,Dammam,Negotiable,TRUE
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,Used,72000,Dammam,36500,FALSE
INFINITI,QX,2012,Saudi,Oily,Full,5.4,Gas,Automatic,Used,205000,Riyadh,77000,FALSE
Nissan,Sunny,2019,Saudi,Brown,Standard,1.5,Gas,Automatic,Used,42000,Dammam,34000,FALSE
Ford,Expedition,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,109000,Riyadh,72000,FALSE
Mercedes,S,2009,Saudi,Brown,Full,3.5,Gas,Automatic,Used,174000,Riyadh,72000,FALSE
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,63000,Qassim,53000,FALSE
Ford,Taurus,2016,Saudi,Red,Semi Full,,Gas,Automatic,Used,118000,Dammam,65000,FALSE
Lexus,LX,2005,Gulf Arabic,White,Full,8,Gas,Automatic,Used,500568,Riyadh,45000,FALSE
Toyota,Land Cruiser Pickup,2013,,Another Color,,,Gas,,Used,242000,Riyadh,Negotiable,TRUE
Toyota,Furniture,2010,,White,Full,,Gas,Automatic,Used,346000,Qassim,Negotiable,TRUE
Toyota,Furniture,2016,,White,,,Gas,Automatic,Used,201000,Riyadh,Negotiable,TRUE
Ford,Flex,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,27800,Al-Ahsa,Negotiable,TRUE
BMW,The 7,2014,Gulf Arabic,Silver,,,Gas,,Used,139000,Riyadh,90000,FALSE
Toyota,Camry,2017,,White,,,Gas,,Used,120000,Abha,59000,FALSE
Nissan,Patrol,2019,,White,Full,,Gas,,Used,38000,Riyadh,Negotiable,TRUE
GMC,Yukon,2010,Saudi,White,Semi Full,,Gas,Automatic,Used,360000,Jazan,22000,FALSE
Toyota,Land Cruiser,2010,Gulf Arabic,White,Full,,Gas,Automatic,Used,310000,Riyadh,81000,FALSE
Toyota,Camry,2017,,White,,,Gas,,Used,305000,Riyadh,Negotiable,TRUE
Ford,Expedition,2014,Gulf Arabic,White,Semi Full,5.4,Gas,Automatic,Used,204000,Riyadh,45000,FALSE
Chevrolet,Aveo,2011,Saudi,White,Standard,1.6,Gas,Manual,Used,200000,Riyadh,Negotiable,TRUE
GMC,Yukon,2013,Saudi,White,Full,,Gas,Automatic,Used,111500,Riyadh,Negotiable,TRUE
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,Used,65392,Al-Ahsa,37000,FALSE
Ford,Edge,2008,Other,White,Semi Full,3.5,Gas,Automatic,Used,415000,Makkah,Negotiable,TRUE
Nissan,VTC,2014,Gulf Arabic,White,Standard,4.8,Gas,Manual,Used,244000,Qassim,50000,FALSE
Toyota,Corolla,2012,Other,Silver,Standard,1.6,Gas,Automatic,Used,254000,Dammam,21000,FALSE
BMW,The 7,2012,Saudi,Black,Semi Full,,Gas,Automatic,Used,197000,Jeddah,50000,FALSE
Toyota,Echo,2005,Saudi,White,Semi Full,1.5,Gas,Manual,Used,302000,Riyadh,Negotiable,TRUE
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,91000,Dammam,20000,FALSE
Toyota,FJ,2015,Saudi,White,Full,4,Gas,Automatic,Used,146000,Riyadh,Negotiable,TRUE
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,Used,178000,Riyadh,Negotiable,TRUE
Ford,Victoria,2006,Saudi,Green,Full,,Gas,Automatic,Used,290000,Riyadh,Negotiable,TRUE
Hyundai,Elantra,2015,Gulf Arabic,White,Full,2,Gas,Automatic,Used,140,Riyadh,38000,FALSE
Ford,Expedition,2014,Saudi,Black,Standard,,Gas,Automatic,Used,140,Riyadh,50000,FALSE
Honda,Accord,2008,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,Used,100,Al-Ahsa,Negotiable,TRUE
Mercedes,S,2008,Saudi,White,Full,,Gas,Automatic,Used,340000,Dammam,Negotiable,TRUE
Kia,Rio,2019,Saudi,Bronze,Standard,1.4,Gas,Automatic,Used,55500,Arar,884,FALSE
Hyundai,Sonata,2016,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,Used,94000,Makkah,50000,FALSE
GMC,Envoy,2002,Other,Grey,Full,3.5,Gas,Automatic,Used,123456,Dammam,Negotiable,TRUE
GMC,Terrain,2013,Saudi,Black,Semi Full,3.6,Gas,Automatic,Used,220,Khobar,Negotiable,TRUE
BMW,The 5,1997,Gulf Arabic,Green,Full,,Gas,Automatic,Used,300000,Khobar,10000,FALSE
Nissan,Sunny,1999,Saudi,White,Standard,2.8,Gas,Manual,Used,500000,Riyadh,Negotiable,TRUE
Ford,Marquis,2008,Other,Silver,Full,4.6,Gas,Automatic,Used,171000,Riyadh,27000,FALSE
Kia,Cadenza,2020,Saudi,Brown,Semi Full,3.3,Gas,Automatic,Used,17000,Yanbu,95000,FALSE
Nissan,Patrol,2006,Saudi,White,Semi Full,,Gas,Manual,Used,430,Qassim,Negotiable,TRUE
Nissan,Pathfinder,2002,Saudi,Grey,Semi Full,3.3,Gas,Automatic,Used,550000,Al-Ahsa,10000,FALSE
Ford,Victoria,2011,Saudi,Black,Standard,4.6,Gas,Automatic,Used,176000,Khobar,50000,FALSE
Nissan,Datsun,2003,Saudi,White,Standard,2.7,Gas,Manual,Used,100,Riyadh,Negotiable,TRUE
Toyota,FJ,2008,Saudi,Black,Full,3.5,Gas,Automatic,Used,375000,Riyadh,Negotiable,TRUE
Hyundai,Senta fe,2019,Other,White,Full,3.5,Gas,Automatic,Used,10000,Hafar Al-Batin,2357,FALSE
Toyota,Land Cruiser,2020,,White,,,Gas,,Used,43000,Riyadh,265000,FALSE
Toyota,Land Cruiser,1997,Gulf Arabic,White,Full,,Gas,Manual,Used,344627,Makkah,45000,FALSE
Toyota,Land Cruiser,2005,Saudi,White,Full,4.6,Gas,Automatic,Used,283,Taef,Negotiable,TRUE
Volkswagen,Passat,2012,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,Used,216000,Jeddah,22000,FALSE
Mercedes,S,2010,Other,Grey,Semi Full,5.5,Gas,Automatic,Used,228000,Al-Ahsa,63000,FALSE
Mercedes,GLE,2016,Saudi,Silver,Semi Full,3,Gas,Automatic,Used,71000,Aseer,138000,FALSE
Toyota,Hilux,2019,Saudi,White,Standard,2.4,Diesel,Manual,Used,125000,Wadi Dawasir,Negotiable,TRUE
Toyota,Camry,2020,Saudi,White,Standard,,Hybrid,Automatic,Used,6500,Jazan,Negotiable,TRUE
Hummer,H-2,2008,Saudi,Blue,Full,6.2,Gas,Automatic,Used,208,Riyadh,96000,FALSE
Chevrolet,Traverse,2011,Other,Another Color,Standard,,Gas,Automatic,Used,320000,Riyadh,23000,FALSE
Toyota,Camry,2008,Saudi,White,Full,2.4,Gas,Manual,Used,360000,Makkah,19000,FALSE
Kia,Carnival,2015,Saudi,Blue,Standard,3.5,Gas,Automatic,Used,144653,Aseer,Negotiable,TRUE
Toyota,Land Cruiser 70,1983,Saudi,White,Full,6,Gas,Manual,Used,10000,Taef,Negotiable,TRUE
Toyota,Rav4,2014,Saudi,Black,Full,2.5,Gas,Automatic,Used,155,Riyadh,55000,FALSE
GMC,Yukon,2014,Saudi,Golden,Standard,,Gas,Automatic,Used,270000,Al-Medina,Negotiable,TRUE
Nissan,Patrol,1994,Gulf Arabic,Black,Semi Full,4.5,Gas,Manual,Used,400000,Riyadh,Negotiable,TRUE
Nissan,Patrol,2009,Saudi,White,Semi Full,,Gas,Automatic,Used,400000,Al-Namas,50000,FALSE
Toyota,Furniture,2015,Saudi,White,Full,4,Gas,Automatic,Used,137000,Taef,Negotiable,TRUE
Lexus,LX,2015,Saudi,White,Full,,Gas,Automatic,Used,248,Aseer,200000,FALSE
GMC,Yukon,2004,Saudi,Silver,Full,,Gas,Automatic,Used,470000,Dammam,33000,FALSE
Lexus,LS,2006,Saudi,Silver,Full,1,Gas,Manual,Used,350,Riyadh,Negotiable,TRUE
Hyundai,Accent,2018,Gulf Arabic,Silver,Semi Full,1.4,Gas,Automatic,Used,140000,Jubail,Negotiable,TRUE
Geely,Emgrand,2019,Saudi,Blue,Semi Full,1.8,Gas,Automatic,Used,70000,Riyadh,35000,FALSE
Chevrolet,Tahoe,2014,Saudi,Red,Semi Full,5.3,Gas,Automatic,Used,91000,Riyadh,Negotiable,TRUE
Nissan,Altima,2014,Saudi,Brown,Semi Full,2.5,Gas,Automatic,Used,139000,Riyadh,36000,FALSE
GMC,Acadia,2009,Saudi,White,Full,3.6,Gas,Automatic,Used,272000,Dammam,Negotiable,TRUE
Toyota,Prado,2016,Saudi,White,Semi Full,6,Gas,Automatic,Used,180,Qassim,91000,FALSE
Lexus,LS,2016,Other,Silver,Full,4.7,Gas,Automatic,Used,19000,Dammam,235000,FALSE
Toyota,Land Cruiser,1997,Saudi,White,Semi Full,,Gas,Manual,Used,400000,Aseer,Negotiable,TRUE
GMC,Acadia,2017,Saudi,White,Semi Full,3.6,Gas,Automatic,Used,298000,Aseer,75000,FALSE
Toyota,Avalon,2015,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,100000,Riyadh,87000,FALSE
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,1,Gas,Automatic,Used,495,Riyadh,90000,FALSE
Lexus,ES,2020,Gulf Arabic,White,Standard,6.3,Gas,Automatic,Used,10000,Taef,Negotiable,TRUE
Mercedes,SL,2017,Saudi,Red,Full,4.7,Gas,Automatic,Used,81000,Jeddah,265000,FALSE
Honda,Odyssey,2020,Saudi,Another Color,Standard,,Gas,Automatic,Used,40000,Jeddah,100000,FALSE
Toyota,Avanza,2016,Saudi,Blue,Standard,1.6,Gas,Automatic,Used,217,Jeddah,37500,FALSE
Kia,Carnival,2019,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,Used,99000,Riyadh,2141,FALSE
GMC,Yukon,2013,Saudi,Silver,Semi Full,,Gas,Automatic,Used,232,Al-Ahsa,Negotiable,TRUE
Toyota,Camry,2004,Saudi,White,Standard,2.4,Gas,Manual,Used,570000,Jeddah,Negotiable,TRUE
Toyota,Land Cruiser 70,2018,Saudi,White,Full,4,Gas,Manual,Used,70250,Tabouk,Negotiable,TRUE
Toyota,Land Cruiser,2018,Saudi,White,Full,3.8,Gas,Automatic,Used,60048,Jeddah,173000,FALSE
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,Used,180000,Jeddah,52000,FALSE
Toyota,Land Cruiser Pickup,2013,Saudi,Another Color,Full,4,Gas,Manual,Used,73000,Jeddah,103000,FALSE
Chevrolet,Suburban,1999,Other,Golden,Full,,Gas,Automatic,Used,70000,Al-Medina,20000,FALSE
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,66000,Riyadh,Negotiable,TRUE
Lexus,ES,2016,Other,Grey,Full,3.5,Gas,Automatic,Used,50000,Dammam,127000,FALSE
Toyota,Prado,2019,Saudi,White,Semi Full,,Gas,Automatic,Used,35900,Riyadh,Negotiable,TRUE
GMC,Suburban,1994,Saudi,Brown,Semi Full,1.8,Gas,Automatic,Used,285,Riyadh,Negotiable,TRUE
Hyundai,Sonata,2011,Saudi,Grey,Semi Full,,Gas,Automatic,Used,450,Aseer,18000,FALSE
Mazda,6,2019,Saudi,Black,Standard,2.5,Gas,Automatic,Used,66000,Dammam,72000,FALSE
Toyota,Land Cruiser 70,2011,Saudi,White,Semi Full,,Gas,Manual,Used,352500,Hail,58000,FALSE
Toyota,Furniture,2012,Other,White,Semi Full,2.7,Gas,Automatic,Used,225000,Riyadh,0,FALSE
Mercedes,C,2015,Other,White,Full,2,Gas,Automatic,Used,82000,Dammam,109000,FALSE
Nissan,Pathfinder,2012,Saudi,White,Semi Full,,Gas,Automatic,Used,185000,Jeddah,Negotiable,TRUE
MG,5,2021,Saudi,Black,Semi Full,1.5,Gas,Automatic,Used,3400,Al-Baha,42000,FALSE
Toyota,Prado,2020,Saudi,White,Semi Full,4,Gas,Automatic,Used,7000,Qassim,172000,FALSE
Toyota,Land Cruiser Pickup,2017,Gulf Arabic,Bronze,Standard,4,Gas,Manual,Used,25471,Qassim,122000,FALSE
Mazda,CX9,2015,Saudi,Grey,Full,2.5,Gas,Automatic,Used,62000,Qassim,76000,FALSE
Toyota,FJ,2015,Saudi,White,Full,2.7,Gas,Automatic,Used,230000,Qassim,85000,FALSE
BMW,The 3,2018,Saudi,Grey,Full,,Gas,Automatic,Used,96000,Dammam,90000,FALSE
Fiat,500,2021,Saudi,Another Color,Full,,Gas,Automatic,Used,800,Riyadh,Negotiable,TRUE
Toyota,Camry,2020,Saudi,White,Standard,2.5,Gas,Automatic,Used,19000,Aseer,Negotiable,TRUE
Toyota,Land Cruiser,2013,Saudi,White,Full,,Gas,Automatic,Used,254,Makkah,Negotiable,TRUE
BMW,Z,2015,Saudi,White,Full,4,Gas,Automatic,Used,65555,Jeddah,95000,FALSE
Hyundai,Tucson,2020,Saudi,Grey,Semi Full,2,Gas,Automatic,Used,93000,Jazan,Negotiable,TRUE
Hyundai,Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,240000,Jeddah,35000,FALSE
Ford,Edge,2016,Saudi,Silver,Standard,3.6,Gas,Automatic,Used,197000,Riyadh,62000,FALSE
Mercedes,C,2016,Other,Grey,Full,,Gas,Automatic,Used,186000,Makkah,108000,FALSE
Changan,Seven,2021,Saudi,White,Standard,1.5,Gas,Automatic,Used,11000,Riyadh,32500,FALSE
Nissan,Altima,2009,Saudi,White,Semi Full,,Gas,Automatic,Used,400000,Riyadh,7500,FALSE
Hyundai,Elantra,2012,Saudi,Another Color,Standard,2,Gas,Automatic,Used,289000,Aseer,21000,FALSE
Lexus,ES,2016,Gulf Arabic,Bronze,Semi Full,2.6,Gas,Automatic,Used,92000,Dammam,98000,FALSE
INFINITI,FX,2007,Gulf Arabic,Brown,Full,,Gas,Automatic,Used,170,Jazan,25000,FALSE
Hyundai,Avante,2017,Other,White,Full,1.6,Diesel,Automatic,Used,110750,Al-Ahsa,60000,FALSE
Chevrolet,Tahoe,2018,Other,Black,Full,5.3,Gas,Automatic,Used,127000,Dammam,155000,FALSE
Hyundai,Elantra,2015,Saudi,White,Standard,2,Gas,Automatic,Used,1600074,Riyadh,27000,FALSE
Chevrolet,Suburban,2008,Other,Grey,Full,,Gas,Automatic,Used,300000,Jazan,Negotiable,TRUE
Hyundai,H1,2018,Saudi,White,Standard,2.4,Gas,Automatic,Used,179767,Riyadh,52000,FALSE
Toyota,Rush,2021,Other,White,Standard,1.5,Gas,Automatic,Used,600,Arar,Negotiable,TRUE
Chevrolet,Tahoe,2007,Other,Navy,Full,8,Gas,Automatic,Used,300000,Taef,Negotiable,TRUE
Toyota,Land Cruiser,2010,Saudi,White,Full,1.5,Gas,Automatic,Used,360000,Riyadh,83000,FALSE
GMC,Suburban,1999,Other,Another Color,Standard,,Gas,Automatic,Used,190,Riyadh,Negotiable,TRUE
GMC,Yukon,2008,Saudi,Silver,Semi Full,,Gas,Automatic,Used,450000,Aseer,Negotiable,TRUE
Ford,Explorer,2012,Saudi,Black,Standard,3.5,Gas,Automatic,Used,336000,Dammam,35000,FALSE
Lexus,ES,2016,Other,White,Semi Full,3.5,Gas,Automatic,Used,95000,Al-Ahsa,103000,FALSE
Hyundai,Tucson,2014,Gulf Arabic,Grey,Semi Full,,Gas,Automatic,Used,126000,Riyadh,Negotiable,TRUE
Land Rover,Range Rover,2015,Other,Grey,Full,2.8,Gas,Automatic,Used,102000,Al-Ahsa,158000,FALSE
Ford,Fusion,2018,Other,Blue,Semi Full,1.5,Gas,Automatic,Used,125000,Al-Ahsa,57000,FALSE
Mazda,6,2016,Other,Black,Semi Full,2,Gas,Manual,Used,172000,Al-Ahsa,45000,FALSE
Ford,Taurus,2017,Other,Black,Standard,3.5,Gas,Automatic,Used,118000,Dammam,73000,FALSE
Toyota,Corolla,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,28000,Riyadh,44000,FALSE
Nissan,Patrol,2020,Saudi,Silver,Full,4,Gas,Automatic,Used,56000,Dammam,225000,FALSE
Chevrolet,Suburban,2011,Saudi,Black,Semi Full,4.7,Gas,Automatic,Used,462000,Al-Medina,40000,FALSE
Toyota,Land Cruiser,2016,Saudi,White,Full,5.7,Gas,Automatic,Used,212000,Al-Jouf,Negotiable,TRUE
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,Used,193000,Jeddah,58000,FALSE
Nissan,Datsun,2012,Saudi,White,Standard,1,Gas,Manual,Used,333000,Makkah,18000,FALSE
Hyundai,Sonata,2016,Saudi,Grey,Semi Full,2.4,Gas,Automatic,Used,96460,Riyadh,49000,FALSE
Toyota,Camry,2019,Saudi,Bronze,Standard,2.5,Gas,Automatic,Used,88000,Riyadh,70000,FALSE
Hyundai,Elantra,2020,Gulf Arabic,White,Semi Full,2,Gas,Automatic,Used,10000,Dammam,63000,FALSE
Toyota,Land Cruiser,2021,Gulf Arabic,White,Full,4.6,Gas,Automatic,Used,13000,Arar,Negotiable,TRUE
Toyota,Hilux,2014,Saudi,White,Semi Full,2.7,Gas,Manual,Used,309000,Al-Medina,45000,FALSE
Ford,Edge,2013,Saudi,Black,Semi Full,,Gas,Automatic,Used,217000,Al-Ahsa,32000,FALSE
Toyota,Furniture,2016,Saudi,White,Semi Full,2.4,Diesel,Automatic,Used,120000,Al-Jouf,92000,FALSE
Chevrolet,Tahoe,2017,Saudi,Grey,Standard,3.5,Gas,Automatic,Used,265,Dammam,Negotiable,TRUE
Chevrolet,Caprice,2004,Other,Golden,Standard,,Gas,Automatic,Used,322000,Riyadh,Negotiable,TRUE
Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,6000,Jeddah,85000,FALSE
Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,Used,12000,Jeddah,80000,FALSE
Ford,Edge,2017,Saudi,White,Standard,3.5,Gas,Automatic,Used,89000,Jeddah,68000,FALSE
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,72000,Jeddah,60000,FALSE
Hyundai,Elantra,2019,Saudi,Navy,Semi Full,2,Gas,Automatic,Used,55000,Jeddah,60000,FALSE
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,Used,139000,Jeddah,43000,FALSE
Kia,Optima,2015,Saudi,White,Full,2,Gas,Automatic,Used,240000,Jeddah,33000,FALSE
Nissan,Datsun,2015,Saudi,White,Semi Full,2,Gas,Manual,Used,130000,Jeddah,32000,FALSE
Mercedes,S,2015,Saudi,White,Full,2.8,Gas,Automatic,Used,180000,Jeddah,200000,FALSE
Bentley,Flying Spur,2011,Saudi,Navy,Full,6,Gas,Automatic,Used,183000,Jeddah,100000,FALSE
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,Used,155000,Jeddah,75000,FALSE
GMC,Sierra,2016,Saudi,Black,Semi Full,5.2,Gas,Automatic,Used,180000,Jeddah,72000,FALSE
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,Used,130000,Jeddah,67000,FALSE
Kia,Sportage,2019,Saudi,Black,Standard,1.6,Gas,Automatic,Used,46000,Jeddah,65000,FALSE
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,Used,135000,Jeddah,61000,FALSE
Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,Used,130000,Jeddah,55000,FALSE
Honda,Odyssey,2015,Saudi,Another Color,Full,2.4,Gas,Automatic,Used,100000,Jeddah,53000,FALSE
Honda,Civic,2018,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,Used,61000,Jeddah,45000,FALSE
Honda,Civic,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,91000,Jeddah,45000,FALSE
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,Used,135000,Jeddah,45000,FALSE
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,Used,100000,Jeddah,44000,FALSE
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,68000,Jeddah,44000,FALSE
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,Used,240000,Jeddah,41000,FALSE
